CWE_RULE,Parentof,Childof,Enforced By,QAC MESSAGE,MISRA C:2012 / Coding Standard v6 Rules,CERT C,Comments
,,,QAC,3232,,,
,,,QAC,3233,,,
,,,QAC,3240,Rule-8.10,,
,,,QAC,3243,Rule-8.10,,
,,,QAC,3260,Rule-18.5,,
,,,QAC,3261,Rule-18.5,,
,,,QAC,3262,Rule-18.5,,
,,,QAC,3263,Rule-18.5,,
,,,QAC,3307,Rule-13.6,,
,,,QAC,3308,,,
,,,QAC,3311,Rule-1.3,,
,,,QAC,3312,Rule-1.3,,
,,,QAC,3313,,,
,,,QAC,3314,,,
,,,QAC,3330,,,
,,,QAC,3331,Rule-8.4,,
,,,QAC,3333,,,
,,,QAC,3339,Rule-14.1,,
,,,QAC,3340,Rule-14.1,,
,,,QAC,3342,Rule-14.1,,
,,,QAC,3344,Rule-14.4,,
,,,QAC,3345,,,
,,,QAC,3389,Rule-12.1,,
,,,QAC,3391,Rule-12.1,,
,,,QAC,3392,Rule-12.1,,
,,,QAC,3393,,,
,,,QAC,3394,Rule-12.1,,
,,,QAC,3395,Rule-12.1,,
,,,QAC,3396,Rule-12.1,,
,,,QAC,3397,Rule-12.1,,
,,,QAC,3398,,,
,,,QAC,3399,,,
,,,QAC,3400,,,
,,,QAC,3402,Rule-15.6,,
,,,QAC,3403,,,
,,,QAC,3408,Rule-8.4,,
,,,QAC,3409,,,
,,,QAC,3410,,,
,,,QAC,3411,,,
,,,QAC,3412,,,
,,,QAC,3413,,,
,,,QAC,3414,,,
,,,QAC,3415,Rule-13.5,,
,,,QAC,3416,,,
,,,QAC,3419,,,
,,,QAC,3420,,,
,,,QAC,3428,,,
,,,QAC,3429,,,
,,,QAC,3430,Rule-20.7,,
,,,QAC,3431,,,
,,,QAC,3432,Rule-20.7,,
,,,QAC,3439,Rule-20.4,,
,,,QAC,3441,,,
,,,QAC,3442,,,
,,,QAC,3443,,,
,,,QAC,3446,,,
,,,QAC,3447,,,
,,,QAC,3448,,,
,,,QAC,3450,,,
,,,QAC,3451,Rule-8.5,,
,,,QAC,3452,,,
,,,QAC,3453,,,
,,,QAC,3454,,,
,,,QAC,3455,,,
,,,QAC,3456,,,
,,,QAC,3457,,,
,,,QAC,3458,,,
,,,QAC,3459,,,
,,,QAC,3460,,,
,,,QAC,3461,,,
,,,QAC,3468,Rule-20.4,,
,,,QAC,3470,,,
,,,QAC,3501,,,
,,,QAC,3601,Rule-4.2,,
,,,QAC,3607,,,
,,,QAC,3610,,,
,,,QAC,3613,,,
,,,QAC,3616,,,
,,,QAC,3625,,,
,,,QAC,3626,,,
,,,QAC,3627,,,
,,,QAC,3628,,,
,,,QAC,3629,,,
,,,QAC,3631,,,
,,,QAC,3632,,,
,,,QAC,3633,,,
,,,QAC,3635,,,
,,,QAC,3671,,,
,,,QAC,3672,,,
,,,QAC,3673,Rule-8.13,,
,,,QAC,3675,Rule-8.3,,
,,,QAC,3677,Rule-8.13,,
,,,QAC,4139,,,
,,,QAC,4150,,,
,,,QAC,4151,,,
,,,QAC,4152,,,
,,,QAC,4153,,,
,,,QAC,4600,Rule-21.1,,
,,,QAC,4601,Rule-21.1,,
,,,QAC,4602,Rule-21.2,,
,,,QAC,4603,Rule-21.2,,
,,,QAC,4604,Rule-21.2,,
,,,QAC,4605,Rule-21.2,,
,,,QAC,4606,Rule-21.2,,
,,,QAC,4607,Rule-21.2,,
,,,QAC,4608,Rule-21.2,,
,,,QAC,4620,Rule-21.1,,
,,,QAC,4621,Rule-21.1,,
,,,QAC,4622,,,
,,,QAC,4623,,,
,,,QAC,4624,,,
,,,QAC,4640,,,
,,,QAC,4641,,,
,,,QAC,4642,,,
,,,QAC,4643,,,
,,,QAC,4644,,,
,,,QAC,4645,,,
CWE-413,591,667,QAC,,,Not Mapped,Not Mapped
CWE-456,,"665,909",QAC,2966,,ERR30-C,
,,,QAC,2967,,,
,,,QAC,2968,,,
,,,QAC,2971,Rule-9.1,,
,,,QAC,2972,Rule-9.1,,
,,,QAC,2973,,,
,,,QAC,2976,,,
,,,QAC,2977,,,
,,,QAC,2978,,,
CWE-457,,"908,665",QAC,2961,Rule-9.1,Not Mapped,Not Mapped
,,,QAC,2962,Rule-9.1,,
,,,QAC,2963,,,
CWE-466,,"119,20",QAC,2840,Rule-21.18|Rule-1.3|Rule-18.1,Not Mapped,Not Mapped
,,,QAC,2841,Rule-21.18|Rule-18.1|Dir-4.1,,
,,,QAC,2842,Rule-21.18|Rule-18.1|Dir-4.1,,
,,,QAC,2843,,,
,,,QAC,2844,,,
,,,QAC,2935,Rule-21.17|Rule-21.18|Rule-1.3|Rule-18.1,,
,,,QAC,2936,Rule-21.17|Rule-21.18|Rule-18.1|Dir-4.1,,
,,,QAC,2937,Rule-21.17|Rule-21.18|Rule-18.1|Dir-4.1,,
,,,QAC,2938,,,
,,,QAC,2939,,,
CWE-467,,682,QAC,696,,"ARR01-C,MEM35-C",
CWE-468,,682,QAC,310,Rule-11.3,"ARR39-C,EXP08-C",
,,,QAC,489,,,
,,,QAC,751,,,
,,,QAC,2820,Rule-1.3,,
,,,QAC,2821,Dir-4.1,,
,,,QAC,2822,Dir-4.1,,
,,,QAC,2823,,,
,,,QAC,2824,,,
CWE-469,,682,QAC,487,Rule-1.1,ARR36-C,
,,,QAC,2668,Rule-18.2,,
,,,QAC,2669,Rule-18.3,,
,,,QAC,2761,Rule-18.2,,
,,,QAC,2762,Rule-18.2,,
,,,QAC,2763,,,
,,,QAC,2766,Rule-18.2,,
,,,QAC,2767,Rule-18.2,,
,,,QAC,2768,,,
,,,QAC,2771,Rule-18.3,,
,,,QAC,2772,Rule-18.3,,
,,,QAC,2773,,,
,,,QAC,2930,Rule-18.1,,
,,,QAC,2931,Rule-18.1,,
,,,QAC,2932,Rule-18.1,,
,,,QAC,2933,,,
,,,QAC,2934,,,
CWE-474,589,758,QAC,4604,Rule-21.2,Not Mapped,Not Mapped
CWE-475,,573,CWECCM,,,Not Mapped,Not Mapped
CWE-476,690,"754,710",QAC,2810,Rule-1.3,EXP34-C,
,,,QAC,2811,Dir-4.1,,
,,,QAC,2812,Dir-4.1,,
,,,QAC,2813,,,
,,,QAC,2814,,,
,,,QAC,2820,Rule-1.3,,
,,,QAC,2821,Dir-4.1,,
,,,QAC,2822,Dir-4.1,,
,,,QAC,2823,,,
,,,QAC,2824,,,
CWE-478,,1023,QAC,2002,Rule-16.4,Not Mapped,Not Mapped
CWE-479,,"663,828",CWECCM,,,"SIG30-C,SIG34-C",
CWE-480,"482,481,597",670,QAC,3112,Rule-2.2,"EXP45-C,EXP46-C",Wrong classification by Addendum3: https://www.misra.org.uk/forum/viewtopic.php?f=56&t=1727
,,,QAC,3314,,,
,,,QAC,3344,Rule-14.4,,
CWE-481,,480,QAC,3314,,EXP45-C,
,,,QAC,3326,Rule-13.4,,
,,,QAC,3344,Rule-14.4,,
CWE-482,,480,QAC,3112,Rule-2.2,Not Mapped,Not Mapped
CWE-483,,670,QAC,2212,Rule-15.6,Not Mapped,Not Mapped
,,,QAC,2214,Rule-15.6,,
,,,QAC,2218,Rule-15.6,,
,,,QAC,2219,Rule-15.6,,
CWE-484,,"670,710",QAC,2003,Rule-16.3,Not Mapped,Not Mapped
,,,QAC,2020,Rule-16.3,,
CWE-489,11,710,CWECCM,,,Not Mapped,Not Mapped
CWE-547,,1078,QAC,3120,,Not Mapped,Not Mapped
,,,QAC,3121,,,
,,,QAC,3122,,,
,,,QAC,3131,,,
,,,QAC,3132,,,
CWE-558,,663,CWECCM,,,Not Mapped,Not Mapped
CWE-560,,687,CWECCM,,,Not Mapped,Not Mapped
CWE-561,,1164,QAC,2980,Rule-2.2,Not Mapped,Not Mapped
,,,QAC,2981,Rule-2.2,,
,,,QAC,2982,Rule-2.2,,
,,,QAC,2983,Rule-2.2,,
,,,QAC,2984,,,
,,,QAC,2985,Rule-2.2,,
,,,QAC,2986,Rule-2.2,,
,,,QAC,2995,Rule-2.2,,
,,,QAC,2996,Rule-2.2,,
,,,QAC,3110,Rule-2.2,,
,,,QAC,3112,Rule-2.2,,
,,,QAC,3425,Rule-2.2,,
,,,QAC,3426,Rule-2.2,,
,,,QAC,3427,Rule-2.2,,
CWE-562,,758,QAC,3217,Rule-18.6,"DCL30-C,POS34-C",no POSIX operating system
,,,QAC,3225,Rule-18.6,,
,,,QAC,3230,Rule-18.6,,
,,,QAC,4140,Rule-18.6,,
CWE-563,,1164,QAC,2980,Rule-2.2,Not Mapped,Not Mapped
,,,QAC,2981,Rule-2.2,,
,,,QAC,2982,Rule-2.2,,
,,,QAC,2983,Rule-2.2,,
,,,QAC,3206,Rule-2.7,,
,,,QAC,3207,,,
,,,QAC,3229,,,
CWE-570,,710,QAC,2742,Rule-14.3,Not Mapped,Not Mapped
,,,QAC,2743,,,
,,,QAC,2744,Rule-2.1,,
CWE-571,,710,QAC,2740,,Not Mapped,Not Mapped
,,,QAC,2741,Rule-14.3,,
CWE-587,,"344,758",QAC,674,Rule-1.1,INT36-C,
CWE-588,,"704,758",QAC,308,Rule-11.2,Not Mapped,Not Mapped
,,,QAC,310,Rule-11.3,,
,,,QAC,751,,,
CWE-596,785,1177,QAC,513,Rule-1.1,Not Mapped,Not Mapped
,,,QAC,514,Rule-1.1,,
,,,QAC,515,Rule-1.1,,
CWE-597,,"595,480",QAC,3407,,Not Mapped,Not Mapped
CWE-606,,1284,QAC,,,Not Mapped,Not Mapped
CWE-628,"686,688,685,687,683",573,QAC,184,Rule-1.3,"DCL10-C,EXP37-C",
,,,QAC,185,Rule-1.3,,
,,,QAC,1331,Rule-1.3,,
,,,QAC,1332,Rule-1.3,,
,,,QAC,1333,Rule-1.3,,
,,,QAC,3002,Rule-8.2,,
,,,QAC,3320,Rule-1.3,,
,,,QAC,3335,Rule-17.3,,
CWE-665,"1052,1051,1188,1271,770,456,1279,908,909,455,457,454,1221",664,QAC,351,,Not Mapped,Not Mapped
,,,QAC,620,Rule-1.1,,
,,,QAC,621,Rule-1.1,,
,,,QAC,671,Rule-1.1,,
,,,QAC,672,Rule-1.3,,
,,,QAC,673,Rule-1.1,,
,,,QAC,674,Rule-1.1,,
,,,QAC,675,Rule-1.1,,
,,,QAC,682,Rule-1.1,,
,,,QAC,683,Rule-1.1,,
,,,QAC,684,Rule-1.1,,
,,,QAC,685,Rule-1.1,,
,,,QAC,686,Rule-9.3,,
,,,QAC,687,,,
,,,QAC,688,,,
,,,QAC,689,,,
,,,QAC,690,Rule-1.1,,
,,,QAC,691,Rule-9.3,,
,,,QAC,692,,,
,,,QAC,693,Rule-9.2,,
,,,QAC,694,Rule-9.2,,
,,,QAC,698,Rule-1.1,,
,,,QAC,699,Rule-1.1,,
,,,QAC,703,,,
,,,QAC,704,,,
,,,QAC,722,,,
,,,QAC,723,,,
,,,QAC,3604,,,
CWE-670,"483,783,480,698,617,484",691,QAC,2870,,Not Mapped,Not Mapped
,,,QAC,2871,Dir-4.1,,
,,,QAC,2872,Dir-4.1,,
,,,QAC,2877,Dir-4.1,,
,,,QAC,2880,Rule-2.1,,
,,,QAC,2881,,,
,,,QAC,2882,Rule-2.1,,
,,,QAC,2883,Rule-9.1,,
,,,QAC,3309,,,
,,,QAC,3315,Rule-16.6,,
CWE-676,785,1177,CWECCM,,,"CON33-C,ENV33-C,ERR07-C,ERR34-C,FIO01-C,MSC30-C,STR31-C",Standard-library headers not used|Standard-library headers not used|Standard-library headers not used; Separate hardware used
CWE-681,"197,192,195,196,194",704,QAC,499,Rule-12.2,"FLP34-C,INT15-C,INT31-C,INT35-C",Used processors/compilers avoid addressed problem
,,,QAC,1296,Rule-10.3,,
,,,QAC,1297,Rule-10.3,,
,,,QAC,1802,Rule-10.4,,
,,,QAC,1803,Rule-10.4,,
,,,QAC,1804,Rule-10.4,,
,,,QAC,1810,Rule-10.2,,
,,,QAC,1811,Rule-10.2,,
,,,QAC,1812,Rule-10.2,,
,,,QAC,1813,Rule-10.2,,
,,,QAC,1820,Rule-10.4,,
,,,QAC,1821,Rule-10.4,,
,,,QAC,1822,Rule-10.4,,
,,,QAC,1823,Rule-10.4,,
,,,QAC,1824,Rule-10.4,,
,,,QAC,1830,Rule-10.4,,
,,,QAC,1831,Rule-10.4,,
,,,QAC,1832,Rule-10.4,,
,,,QAC,1833,Rule-10.4,,
,,,QAC,1834,Rule-10.4,,
,,,QAC,2850,Rule-10.3|Dir-1.1,,
,,,QAC,2851,Dir-1.1,,
,,,QAC,2852,Dir-1.1,,
,,,QAC,2853,,,
,,,QAC,2855,Dir-1.1,,
,,,QAC,2856,Dir-1.1,,
,,,QAC,2857,Dir-1.1,,
,,,QAC,2858,,,
,,,QAC,2890,Rule-10.3,,
,,,QAC,2891,,,
,,,QAC,2892,,,
,,,QAC,2893,,,
,,,QAC,2895,Dir-1.1,,
,,,QAC,2896,Dir-1.1,,
,,,QAC,2897,Dir-1.1,,
,,,QAC,2898,,,
,,,QAC,2900,Rule-10.3,,
,,,QAC,2901,,,
,,,QAC,2902,,,
,,,QAC,2903,,,
,,,QAC,2905,,,
,,,QAC,2906,,,
,,,QAC,2907,,,
,,,QAC,2908,,,
,,,QAC,2940,,,
,,,QAC,2941,,,
,,,QAC,2942,,,
,,,QAC,2943,,,
,,,QAC,2945,,,
,,,QAC,2946,,,
,,,QAC,2947,,,
,,,QAC,2948,,,
,,,QAC,3101,Rule-10.1,,
,,,QAC,3102,Rule-10.1,,
,,,QAC,3322,,,
,,,QAC,3326,Rule-13.4,,
,,,QAC,3328,,,
,,,QAC,3341,,,
,,,QAC,3343,,,
,,,QAC,3377,,,
,,,QAC,3611,,,
,,,QAC,3612,,,
,,,QAC,4117,,,
,,,QAC,4118,,,
,,,QAC,4119,,,
,,,QAC,4301,Rule-10.5,,
,,,QAC,4305,Rule-10.5,,
,,,QAC,4310,Rule-10.5,,
,,,QAC,4312,Rule-10.5,,
,,,QAC,4315,Rule-10.5,,
,,,QAC,4350,Rule-10.5,,
,,,QAC,4351,Rule-10.5,,
,,,QAC,4352,Rule-10.5,,
,,,QAC,4401,Rule-10.3,,
,,,QAC,4402,Rule-10.3,,
,,,QAC,4403,Rule-10.3,,
,,,QAC,4404,Rule-10.3,,
,,,QAC,4405,Rule-10.3,,
,,,QAC,4410,Rule-10.3,,
,,,QAC,4412,Rule-10.3,,
,,,QAC,4415,Rule-10.3,,
,,,QAC,4420,Rule-10.3,,
,,,QAC,4421,Rule-10.3,,
,,,QAC,4422,Rule-10.3,,
,,,QAC,4425,Rule-10.3,,
,,,QAC,4430,Rule-10.3,,
,,,QAC,4432,Rule-10.3,,
,,,QAC,4434,Rule-10.3,,
,,,QAC,4440,Rule-10.3,,
,,,QAC,4442,Rule-10.3,,
,,,QAC,4450,Rule-10.3,,
,,,QAC,4451,Rule-10.3,,
,,,QAC,4452,Rule-10.3,,
,,,QAC,4453,Rule-10.3,,
,,,QAC,4454,Rule-10.3,,
,,,QAC,4460,Rule-10.3,,
,,,QAC,4461,Rule-10.3,,
,,,QAC,4462,Rule-10.3,,
,,,QAC,4500,Rule-10.1,,
,,,QAC,4501,Rule-10.1,,
,,,QAC,4502,Rule-10.1,,
,,,QAC,4503,Rule-10.1,,
,,,QAC,4504,Rule-10.1,,
,,,QAC,4505,Rule-10.1,,
,,,QAC,4507,Rule-10.1,,
,,,QAC,4510,Rule-10.1,,
,,,QAC,4511,Rule-10.1,,
,,,QAC,4512,Rule-10.1,,
,,,QAC,4513,Rule-10.1,,
,,,QAC,4514,Rule-10.1,,
,,,QAC,4532,Rule-10.1,,
,,,QAC,4533,Rule-10.1,,
,,,QAC,4580,,,
,,,QAC,4581,,,
,,,QAC,4582,,,
,,,QAC,4583,,,
,,,QAC,4584,,,
,,,QAC,4585,,,
,,,QAC,4586,,,
,,,QAC,4587,,,
CWE-682,"369,1335,193,128,135,1339,469,467,191,190,468,131",,QAC,160,Rule-1.3,"FLP32-C,INT07-C,INT13-C,INT33-C,INT34-C",
,,,QAC,161,Rule-1.3,,
,,,QAC,162,Rule-1.3,,
,,,QAC,163,Rule-1.3,,
,,,QAC,164,Rule-1.3,,
,,,QAC,165,Rule-1.3,,
,,,QAC,166,Rule-1.3,,
,,,QAC,167,Rule-1.3,,
,,,QAC,168,Rule-1.3,,
,,,QAC,169,Rule-1.3,,
,,,QAC,170,Rule-1.3,,
,,,QAC,171,Rule-1.3,,
,,,QAC,172,Rule-1.3,,
,,,QAC,173,Rule-1.3,,
,,,QAC,174,Rule-1.3,,
,,,QAC,175,Rule-1.3,,
,,,QAC,176,Rule-1.3,,
,,,QAC,177,Rule-1.3,,
,,,QAC,178,Rule-1.3,,
,,,QAC,179,Rule-1.3,,
,,,QAC,184,Rule-1.3,,
,,,QAC,185,Rule-1.3,,
,,,QAC,186,Rule-1.3,,
,,,QAC,190,Rule-1.3,,
,,,QAC,191,Rule-1.3,,
,,,QAC,192,Rule-1.3,,
,,,QAC,193,Rule-1.3,,
,,,QAC,194,Rule-1.3,,
,,,QAC,195,Rule-1.3,,
,,,QAC,196,Rule-1.3,,
,,,QAC,197,Rule-1.3,,
,,,QAC,198,Rule-1.3,,
,,,QAC,199,Rule-1.3,,
,,,QAC,200,Rule-1.3,,
,,,QAC,201,Rule-1.3,,
,,,QAC,203,Rule-1.3,,
,,,QAC,204,Rule-1.3,,
,,,QAC,206,Rule-1.3,,
,,,QAC,207,Rule-1.3,,
,,,QAC,208,Rule-1.3,,
,,,QAC,235,Rule-1.3,,
,,,QAC,275,Rule-1.3,,
,,,QAC,304,Rule-1.3,,
,,,QAC,309,Rule-1.3,,
,,,QAC,337,Rule-1.3,,
,,,QAC,400,Rule-1.3|Rule-13.2,,
,,,QAC,401,Rule-1.3|Rule-13.2,,
,,,QAC,402,Rule-1.3|Rule-13.2,,
,,,QAC,403,Rule-1.3|Rule-13.2,,
,,,QAC,404,Rule-1.3|Rule-13.2,,
,,,QAC,405,Rule-1.3|Rule-13.2,,
,,,QAC,499,Rule-12.2,,
,,,QAC,543,Rule-1.3,,
,,,QAC,544,Rule-1.3,,
,,,QAC,545,Rule-1.3,,
,,,QAC,602,Rule-1.3|Rule-21.2,,
,,,QAC,623,Rule-1.3,,
,,,QAC,625,Rule-1.3,,
,,,QAC,626,Rule-1.3,,
,,,QAC,630,Rule-1.3|Rule-8.6,,
,,,QAC,632,Rule-1.3,,
,,,QAC,636,Rule-1.3,,
,,,QAC,654,Rule-1.3,,
,,,QAC,658,Rule-1.3,,
,,,QAC,661,Rule-1.3,,
,,,QAC,667,Rule-1.3,,
,,,QAC,668,Rule-1.3,,
,,,QAC,672,Rule-1.3,,
,,,QAC,706,Rule-1.3,,
,,,QAC,722,,,
,,,QAC,723,,,
,,,QAC,724,Rule-8.12,,
,,,QAC,745,Rule-17.4|Rule-1.3,,
,,,QAC,777,Rule-5.1,,
,,,QAC,779,Rule-5.2,,
,,,QAC,813,Rule-1.3|Rule-20.2,,
,,,QAC,814,Rule-1.3|Rule-20.2,,
,,,QAC,821,Rule-1.1|Rule-20.3,,
,,,QAC,836,Rule-1.3|Rule-21.1,,
,,,QAC,837,Rule-1.3,,
,,,QAC,848,Rule-1.3|Rule-21.1,,
,,,QAC,853,Rule-1.3|Rule-20.6,,
,,,QAC,854,Rule-1.3|Rule-21.1,,
,,,QAC,864,Rule-1.3,,
,,,QAC,865,Rule-1.3,,
,,,QAC,867,Rule-1.3,,
,,,QAC,872,Rule-1.3,,
,,,QAC,874,Rule-1.3,,
,,,QAC,885,Rule-1.3,,
,,,QAC,887,Rule-1.3,,
,,,QAC,888,Rule-1.3,,
,,,QAC,914,Rule-1.3,,
,,,QAC,915,Rule-1.3,,
,,,QAC,942,Rule-1.3,,
,,,QAC,1271,,,
,,,QAC,1317,,,
,,,QAC,1323,,,
,,,QAC,1461,,,
,,,QAC,1475,,,
,,,QAC,1476,,,
,,,QAC,1477,,,
,,,QAC,1478,,,
,,,QAC,1802,Rule-10.4,,
,,,QAC,1803,Rule-10.4,,
,,,QAC,1804,Rule-10.4,,
,,,QAC,1810,Rule-10.2,,
,,,QAC,1811,Rule-10.2,,
,,,QAC,1812,Rule-10.2,,
,,,QAC,1813,Rule-10.2,,
,,,QAC,1820,Rule-10.4,,
,,,QAC,1821,Rule-10.4,,
,,,QAC,1822,Rule-10.4,,
,,,QAC,1823,Rule-10.4,,
,,,QAC,1824,Rule-10.4,,
,,,QAC,1830,Rule-10.4,,
,,,QAC,1831,Rule-10.4,,
,,,QAC,1832,Rule-10.4,,
,,,QAC,1833,Rule-10.4,,
,,,QAC,1834,Rule-10.4,,
,,,QAC,2790,Rule-12.2,,
,,,QAC,2791,Rule-12.2|Dir-4.1,,
,,,QAC,2792,Rule-12.2|Dir-4.1,,
,,,QAC,2793,,,
,,,QAC,2860,Dir-1.1,,
,,,QAC,2861,Dir-1.1,,
,,,QAC,2862,Dir-1.1,,
,,,QAC,2863,,,
,,,QAC,2920,,,
,,,QAC,2921,,,
,,,QAC,2922,,,
,,,QAC,2923,,,
,,,QAC,3101,Rule-10.1,,
,,,QAC,3102,Rule-10.1,,
,,,QAC,3113,Rule-17.4|Rule-1.3,,
,,,QAC,3114,Rule-17.4|Rule-1.3,,
,,,QAC,3239,Rule-1.3,,
,,,QAC,3319,Rule-1.3,,
,,,QAC,3322,,,
,,,QAC,3326,Rule-13.4,,
,,,QAC,3328,,,
,,,QAC,3341,,,
,,,QAC,3343,,,
,,,QAC,3377,,,
,,,QAC,3438,Rule-1.3,,
,,,QAC,3611,,,
,,,QAC,3612,,,
,,,QAC,4117,,,
,,,QAC,4118,,,
,,,QAC,4119,,,
,,,QAC,4500,Rule-10.1,,
,,,QAC,4501,Rule-10.1,,
,,,QAC,4502,Rule-10.1,,
,,,QAC,4503,Rule-10.1,,
,,,QAC,4504,Rule-10.1,,
,,,QAC,4505,Rule-10.1,,
,,,QAC,4507,Rule-10.1,,
,,,QAC,4510,Rule-10.1,,
,,,QAC,4511,Rule-10.1,,
,,,QAC,4512,Rule-10.1,,
,,,QAC,4513,Rule-10.1,,
,,,QAC,4514,Rule-10.1,,
,,,QAC,4532,Rule-10.1,,
,,,QAC,4533,Rule-10.1,,
,,,QAC,4580,,,
,,,QAC,4581,,,
,,,QAC,4582,,,
,,,QAC,4583,,,
,,,QAC,4584,,,
,,,QAC,4585,,,
,,,QAC,4586,,,
,,,QAC,4587,,,
CWE-685,,628,QAC,184,Rule-1.3,"EXP37-C,FIO47-C",
,,,QAC,185,Rule-1.3,,
,,,QAC,186,Rule-1.3,,
CWE-686,,628,QAC,179,Rule-1.3,"EXP37-C,FIO47-C,POS34-C,STR37-C",no POSIX operating system
,,,QAC,206,Rule-1.3,,
,,,QAC,429,Rule-1.1,,
,,,QAC,430,Rule-1.1,,
,,,QAC,431,Rule-1.1,,
,,,QAC,432,Rule-1.1,,
,,,QAC,541,Rule-1.1,,
,,,QAC,752,Rule-7.4,,
,,,QAC,1331,Rule-1.3,,
,,,QAC,1332,Rule-1.3,,
,,,QAC,1333,Rule-1.3,,
,,,QAC,1401,,,
,,,QAC,1411,,,
,,,QAC,1421,,,
,,,QAC,1431,,,
,,,QAC,1441,,,
,,,QAC,3320,Rule-1.3,,
,,,QAC,4413,Rule-10.3,,
,,,QAC,4414,Rule-10.3,,
CWE-697,"581,1023,1077,1025,185,183,1254,1024,1039",,QAC,493,Rule-1.1,Not Mapped,Not Mapped
,,,QAC,494,Rule-1.1,,
,,,QAC,513,Rule-1.1,,
,,,QAC,514,Rule-1.1,,
,,,QAC,515,Rule-1.1,,
,,,QAC,1802,Rule-10.4,,
,,,QAC,1803,Rule-10.4,,
,,,QAC,1804,Rule-10.4,,
,,,QAC,1822,Rule-10.4,,
,,,QAC,1823,Rule-10.4,,
,,,QAC,1824,Rule-10.4,,
,,,QAC,1832,Rule-10.4,,
,,,QAC,1833,Rule-10.4,,
,,,QAC,1834,Rule-10.4,,
CWE-704,"681,588,843",664,QAC,1258,,"EXP05-C,EXP39-C,INT31-C,INT36-C,STR34-C,STR37-C",
,,,QAC,1259,,,
,,,QAC,1267,,,
,,,QAC,1268,,,
,,,QAC,1269,,,
,,,QAC,2850,Rule-10.3|Dir-1.1,,
,,,QAC,2851,Dir-1.1,,
,,,QAC,2852,Dir-1.1,,
,,,QAC,2853,,,
,,,QAC,2855,Dir-1.1,,
,,,QAC,2856,Dir-1.1,,
,,,QAC,2857,Dir-1.1,,
,,,QAC,2858,,,
,,,QAC,2890,Rule-10.3,,
,,,QAC,2891,,,
,,,QAC,2892,,,
,,,QAC,2893,,,
,,,QAC,2895,Dir-1.1,,
,,,QAC,2896,Dir-1.1,,
,,,QAC,2897,Dir-1.1,,
,,,QAC,2898,,,
,,,QAC,2900,Rule-10.3,,
,,,QAC,2901,,,
,,,QAC,2902,,,
,,,QAC,2903,,,
,,,QAC,2905,,,
,,,QAC,2906,,,
,,,QAC,2907,,,
,,,QAC,2908,,,
,,,QAC,2940,,,
,,,QAC,2941,,,
,,,QAC,2942,,,
,,,QAC,2943,,,
,,,QAC,2945,,,
,,,QAC,2946,,,
,,,QAC,2947,,,
,,,QAC,2948,,,
,,,QAC,4301,Rule-10.5,,
,,,QAC,4302,Rule-10.5,,
,,,QAC,4303,Rule-10.5,,
,,,QAC,4304,Rule-10.5,,
,,,QAC,4305,Rule-10.5,,
,,,QAC,4310,Rule-10.5,,
,,,QAC,4312,Rule-10.5,,
,,,QAC,4315,Rule-10.5,,
,,,QAC,4320,Rule-10.5,,
,,,QAC,4322,Rule-10.5,,
,,,QAC,4325,,,
,,,QAC,4330,Rule-10.5,,
,,,QAC,4332,Rule-10.5,,
,,,QAC,4340,Rule-10.5,,
,,,QAC,4342,Rule-10.5,,
,,,QAC,4350,Rule-10.5,,
,,,QAC,4351,Rule-10.5,,
,,,QAC,4352,Rule-10.5,,
,,,QAC,4397,,,
,,,QAC,4398,Rule-10.8,,
,,,QAC,4399,Rule-10.8,,
CWE-705,"248,397,395,584,396,382,698,455",691,QAC,2001,Rule-15.1,"ENV32-C,ERR04-C",
